id,title,desc,by
c00349,Intro to Data Science: QuickStart Guide + AI & ChatGPT Prize,"Learn the critical elements of Data Science, from visualization to databases to Python and more, in just 6 weeks!",Kirill Eremenko
c00350,NgRx (with NgRx Data) - The Complete Guide (Angular 17),"Learn the modern NgRx Ecosystem, including NgRx Data, Store, Effects, Router Store, NgRx Entity, and DevTools",Angular University
c00351,RESTful Web API - The Complete Guide (.NET7  API) Part 1,Build RESTful web API (C#) with Authentication and learn how to consume them in a real world application (.NET 7 API),Bhrugen Patel
c00352,Deep Learning: Advanced Natural Language Processing and RNNs,"Natural Language Processing (NLP) with Sequence-to-sequence (seq2seq), Attention, CNNs, RNNs, and Memory Networks!",Lazy Programmer Inc.
c00353,The Linux Command Line Bootcamp: Beginner To Power User,"Level Up Your Skills And Take Control Of Your Machine, w/ Dozens of Commands, Projects, and Challenges!",Colt Steele
c00354,"Understanding Confluence for users, managers and admins",Everything you need to know to get started with Atlassian's powerful documentation and wiki tool.,Dan LeFebvre
c00355,Become a Good Matlab Programmer in 30 days,"This is the last time, you wish you could be a Matlab Programmer",Hossein Tootoonchy
c00356,Android App Development Masterclass using Kotlin,Learn Kotlin Android App Development And Become an Android Developer.  Incl. Kotlin Tutorial and Android Tutorial Videos,Tim Buchalka
c00357,NestJS: The Complete Developer's Guide,"Build full featured backend APIs incredibly quickly with Nest, TypeORM, and Typescript. Includes testing and deployment!",Stephen Grider
c00358,MATLAB/SIMULINK Bible | Go From Zero to Hero + ChatGPT!,Build 10 Practical Projects and go from Beginner to Pro in Simulink with this Project-Based Simulink Course!,"Dr. Ryan Ahmed, Ph.D., MBA"
c00359,GIT and Visual Studio with Azure DevOps Repos for Developers,"Step by Step, easy way for developers to get started with Azure Repos, GIT and Visual Studio",Patrick Videos
c00360,Angular Core Deep Dive - Beginner to Advanced (Angular 17),"Updated to Angular 17 (Signals, defer, @if @for): Learn all the Advanced Features of the Angular Core and Common modules",Angular University
c00361,React Front To Back,Learn modern React by building 4 projects including a Firebase 9 app and a full stack MERN app,Brad Traversy
c00362,React JS Web Development - The Essentials Bootcamp,"Updated for 2022-23: React.js essentials bootcamp - React Core, Router, Redux, Hooks, in-depth JS, + detailed guides!",David Joseph Katz
c00363,Learn to Code with Ruby,Learn to program in the Ruby programming language. Newly updated in 2023 with Ruby 3.2. Complete beginners welcome!,Boris Paskhaver
c00364,JavaScript Beginner Bootcamp (2023),"JavaScript for Beginners: Projects based learning, whiteboard animations, coding in the browser and quizzes.",Rob Merrill
c00365,Accelerated ES6 JavaScript Training,Learn and Use the Future of JavaScript - Today!,Maximilian Schwarzmüller
c00366,"Deep Learning: Advanced Computer Vision (GANs, SSD, +More!)","VGG, ResNet, Inception, SSD, RetinaNet, Neural Style Transfer, GANs +More in Tensorflow, Keras, and Python",Lazy Programmer Inc.
c00367,Advanced SQL : The Ultimate Guide (2024),Level Up Your Oracle SQL Knowledge From Intermediate to Advanced and Become an In-Demand Database SQL Expert in Oracle!,"Database Masters Training | 250,000+ Students Worldwide"
c00368,Design Patterns in Modern C++,Discover the modern implementation of design patterns with С++,Dmitri Nesteruk
c00369,SQL Server Administration Part1,SQL Education with a purpose,Raphael Asghar
c00370,Python Django Dev To Deployment,Learn Python and build & deploy a real estate application using the Django framework & PostgreSQL,Brad Traversy
c00371,Postman - Learn API Testing from Scratch with Live Projects,Basics to Advanced Postman Automation tutorial from scratch to learn API /Web Services testing  with CI/CD Integration,Rahul Shetty
c00372,Complete 2022 Data Science & Machine Learning Bootcamp,"Learn Python, Tensorflow, Deep Learning, Regression, Classification, Neural Networks, Artificial Intelligence & more!",Philipp Muellauer
c00373,Django 2.2 & Python | The Ultimate Web Development Bootcamp,"Build three complete websites, learn back and front-end web development, and publish your site online with DigitalOcean",Nick Walter
c00374,DevOps MasterClass 2023: Terraform Kubernetes Ansible & More,DevOps with Jenkins Terraform GIT Docker Maven Kubernetes &amp; Ansible Automation with DevOps Realworld Exercises,Cloud99 Jenkins | DevOps | Kubernetes | Terraform | Ansible
c00375,Practical Java Unit Testing with JUnit 5,"Learn practical Java Unit Testing with JUnit 5 in just 1 hour. Comes with a quiz, JUnit cheat sheet and extra exercises.",Adrian Wiech
c00376,HTML5 - From Basics to Advanced level,A beginner's guide for HTML5. Learn all concepts of HTML5 (with hands-on assignments and projects.),EdYoda Digital University
c00377,The Complete React Js & Redux Course - Build Modern Web Apps,"Go from Beginner to React Js Expert by building an Instagram Like Web App with React 16, React Router, Redux & Firebase!",Codestars • over 2 million students worldwide!
c00378,Practical Data Structures & Algorithms in Java + HW,Go from zero to hero in the most important algorithms and data structures using Java,Job Ready Programmer
c00379,Build a Backend REST API with Python & Django - Beginner,Finally create that App & fully-functioning user database in this crash course to building a REST API,Mark Winterbottom
c00380,HTML & CSS - Certification Course for Beginners,"Lean the Foundations of HTML & CSS to Create Fully Customized, Mobile Responsive Web Pages",YouAccel Training
c00381,LangChain- Develop LLM powered applications with LangChain,Learn LangChain by building FAST a real world generative ai LLM powered application LLM (Python),Eden Marco
c00382,Oracle Java Certification - Pass the Associate 1Z0-808 Exam.,This course will help you learn the steps to becoming an Oracle Certified Associate (OCA) and get a higher paying job!,Tim Buchalka's Learn Programming Academy
c00383,Complete SQL and Databases Bootcamp: Zero to Mastery [2023],"Master SQL, Database Management & Design and learn to work with databases like PostgreSQL, MySQL + more. With Exercises!",Andrei Neagoie
c00384,iOS 9 and Swift 2: From Beginner to Paid Professional™,The BEST online iOS 9 Swift 2 course online. Lets learn iOS 9 & Swift 2,Mark Wahlbeck
c00385,React Native: Advanced Concepts,"Master the advanced topics of React Native: Animations, Maps, Notifications, Navigation and More!",Stephen Grider
c00386,Jenkins: Beginner To Pro,How To Master THE MOST IMPORTANT DevOps Skill In ONLY 2 hours,Warp 9 Training
c00387,Computer Science 101: Master the Theory Behind Programming,Computer Science 101: Learn Computer Science to become a better Programmer and Software Engineer.,Kurt Anderson
c00388,The Modern GraphQL Bootcamp (with Node.js and Apollo),"Learn how to build GraphQL applications using Node.js. Includes Prisma v1, authentication, Apollo Client, and more!",Andrew Mead
c00389,Deep Learning: Convolutional Neural Networks in Python,"Tensorflow 2 CNNs for Computer Vision, Natural Language Processing (NLP) +More! For Data Science & Machine Learning",Lazy Programmer Inc.
c00390,Statistics for Data Analysis Using Excel 2016,Plain & Simple Lessons on Descriptive & Inferential Statistics Theory With Excel Examples for Business & Six Sigma,"Sandeep Kumar, ­ Quality Gurus Inc."
c00391,Create an eCommerce Website Using Laravel (PHP & MySQL),Learn to Create an E-COMMERCE website with Laravel Framework in PHP & MySQL for beginners with Admin Panel,Abdul Wali
c00392,Snowflake[A-Z] Zero to Hero Masterclass(Core+SQL+API+Visual),"Snowflake Masterclass launched in SEP 2020, Highest CONTENT HOURS to make you EXPERT on Snowflake Datawarehouse concepts",Kashish Gakkar
c00393,Machine Learning & Deep Learning in Python & R,"Covers Regression, Decision Trees, SVM, Neural Networks, CNN, Time Series Forecasting and more using both Python & R",Start-Tech Academy
c00394,Unity Game Development Build 2D & 3D Games,Learn Unity game design & 2D & 3D game development & make your own C# games in Unity 3D,Mark Wahlbeck
c00395,Learn Python: The Complete Python Programming Course,"Learn A-Z everything about Python, from the basics, to advanced topics like Python GUI, Python Data Analysis, and more!",Avinash Jain
c00396,Advanced AI: Deep Reinforcement Learning in Python,The Complete Guide to Mastering Artificial Intelligence using Deep Learning and Neural Networks,Lazy Programmer Team
c00397,Mathematical Foundations of Machine Learning,"Essential Linear Algebra and Calculus Hands-On in NumPy, TensorFlow, and PyTorch",Dr Jon Krohn
c00398,Git & GitHub - The Practical Guide,"Learn Git & GitHub and master working with commits, branches, the stash, cherry picking, rebasing, pull requests & more!",Academind by Maximilian Schwarzmüller
c00399,Certified ISTQB® Agile Tester Foundation Level Exam,An online course to Be an ISTQB® Agile certified tester and learn testing techniques in various Agile methodologies,Maged Koshty
c00400,SQL - Introduction to SQL with MySQL,Become a SQL Guru by Learning the Building Blocks of Working with SQL using MySQL,Kyle Pew
c00401,"HTML, JavaScript, & Bootstrap - Certification Course","A Comprehensive Guide for Beginners interested in learning HTML, JavaScript, & Bootstrap. Build Interactive Web Pages.",YouAccel Training
c00402,Testing Angular 4 (previously Angular 2) Apps with Jasmine,Learn to write unit and integration tests for your Angular apps and deploy them with confidence,Mosh Hamedani
c00403,Learn Spring Boot - Rapid Spring Application Development,Spring Boot gives you all the power of the Spring Framework without all of the complexity. Start writing apps today!,Dan Vega
c00404,Scala and Spark for Big Data and Machine Learning,"Learn the latest Big Data technology - Spark and Scala, including Spark 2.0 DataFrames!",Jose Portilla
c00405,Software Architecture & Design of Modern Large Scale Systems,"Become a Software Architect or Technical Lead by Mastering Software Architecture, System Design &amp; Big Data Processing.","Michael Pogrebinsky | Software Architecture, System Design, Java Expert"
c00406,Introduction to Continuous Integration & Continuous Delivery,"Find out why CI and CD, coupled with DevOps will give you a competitive advantage over developers without this knowledge",Tim Buchalka
c00407,The Complete Python 3 Course: Go from Beginner to Advanced!,Complete Guide to learning how to program in Python. Go from Beginner to Advanced level in Python with coding exercises!,Ermin Kreponic
c00408,Flutter & Dart - The Complete Flutter App Development Course,Build Flutter iOS and Android Apps with a Single Codebase: Learn Google's Flutter Mobile Development Framework & Dart,"Paulo Dichone | Software Engineer, AWS Cloud Practitioner & Instructor"
c00409,Webpack 2: The Complete Developer's Guide,"Master Webpack 2 as you deploy web apps supported by Babel, code splitting, and ES2015 Modules.",Stephen Grider
c00410,Learn to Code with Python,The complete Python bootcamp for 2023. Learn Python 3 from beginner to expert. Build complete Python applications.,Boris Paskhaver
c00411,Python for Absolute Beginners | Python Beginner to Pro,Beginner friendly Python! Become a fluent Python programmer Learn the Python basics then build inspiring Python projects,365 Careers
c00412,The Complete 2023 PHP Full Stack Web Developer Bootcamp,"Learn to build websites with HTML , CSS , JAVASCRIPT , Bootstrap , PHP , MySQL , WordPress , OOP & more!",Srini Vanamala
c00413,Python Network Programming Complete Masterclass,Learn Python 3 from scratch! Build 10 network applications using Python and upgrade your Network Engineering skills!,Mihai Catalin Teodosiu
c00414,Master Object Oriented Design in Java - Homework + Solutions,Don't just learn Java! Learn to write practical industry standard object oriented software and super charge your career!,Job Ready Programmer
c00415,React JS- Complete Guide for Frontend Web Development,"Become an expert React JS Developer. Learn HTML, CSS, JavaScript, ES6, React JS and jQuery.",EdYoda Digital University
c00416,Jenkins 2 Bootcamp: Fully Automate Builds to Deployment 2020,An introduction to the Jenkins build server using continuous integration and deployment techniques -- all step by step.,Jason Taylor
c00417,Angular Essentials (Angular 2+ with TypeScript),The most efficient way to dive into Angular 2+ if you got limited time or need to refresh the basics!,Academind by Maximilian Schwarzmüller
c00418,SQL & Database Design A-Z™: Learn MS SQL Server + PostgreSQL,Learn Both SQL Server & PostgreSQL By Doing. Enhance Your Data Analytics Career With Real World Data Science Exercises,Kirill Eremenko
c00419,AWS Lambda & Serverless Architecture Bootcamp (Build 5 Apps),"AWS Serverless with AWS Lambda, API Gateway, Amazon DynamoDB, Step Functions, SAM, the Serverless Framework, CICD & more",Riyaz Sayyad | AWS Certified and SAP Certified Professional
c00420,Python - The Practical Guide,Learn Python from the ground up and use Python to build a hands-on project from scratch!,Academind by Maximilian Schwarzmüller
c00421,Vim Masterclass,"Mastering the vi and Vim Editors on the Linux, Unix, Mac, and Windows Operating Systems",Jason Cannon
c00422,Mastering data visualization in D3.js,Design and build beautiful data visualizations with d3.js. An intensive introduction to the D3 library (V6).,Adam Janes
c00423,Spring Boot Microservices with Spring Cloud Beginner to Guru,Learn to Master Spring Boot Microservices with Spring Cloud and Docker,"John Thompson • 500,000+ Enrollments Worldwide"
c00424,The Complete MySQL Developer Course,MySQL: Learn how to use MySQL and PHP to build Reports and work with Databases for Web Applications,Rob Percival
c00425,Dart and Flutter: The Complete Developer's Guide,"Everything you need to know for building mobile apps with Flutter and Dart, including RxDart and Animations!",Stephen Grider
c00426,C# Developers: Learn the Art of Writing Clean Code,Learn the techniques to write better C# code and stand out in technical interviews,Mosh Hamedani
c00427,MS SQL Server: Learn MS SQL Server from Scratch,"This MS SQL server course teaches how to create database with MS SQL query, to manage SQL database ( MS SQL server )",Oak Academy
c00428,Learn Protractor(Angular Testing) from scratch +Framework,"Step by Step tutorial to understand Protractor using Javascript&Typescript +Framework development(Cucumber,Jasmine)",Rahul Shetty
c00429,1 Hour HTML,Learn how to code in HTML in 1 hour. This class is set up for complete beginners!,John Bura
c00430,Deployment of Machine Learning Models,Learn how to integrate robust and reliable Machine Learning Pipelines in Production,Soledad Galli
c00431,Automated Software Testing with Python,"Learn about automated software testing with Python, BDD, Selenium WebDriver, and Postman, focusing on web applications",Jose Salvatierra
c00432,RxJs In Practice (with FREE E-Book),"Learn numerous RxJs Operators, learn all RxJs and Reactive Programming core concepts via Practical Examples",Angular University
c00433,JDBC Servlets and JSP - Java Web Development Fundamentals,Create Java Web Applications from scratch in easy steps,Bharath Thippireddy
c00434,[NEW] Master Spring Boot 3 & Spring Framework 6 with Java,"Become Java Spring Boot Full Stack Cloud Developer. Learn AWS, React, Docker, Spring Data JPA & Spring Security.",in28Minutes Official
c00435,Learn JavaScript: Full-Stack from Scratch,"Understand the JavaScript language itself, Node.js, MongoDB, The Web Browser and More To Create Meaningful Applications",Brad Schiff
c00436,Python Complete Masterclass for Beginners,"Learn Python including Excel/Database/Test/Network Automation, Data Analysis, Web Development, REST APIs, GraphQL & more",Mihai Catalin Teodosiu
c00437,Apache Kafka Series - Kafka Connect Hands-on Learning,"Kafka Connect - Learn How to Source Twitter Data, Store in Apache Kafka Topics & Sink in ElasticSearch and PostgreSQL","Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer"
c00438,Java Data Structures and Algorithms Masterclass,100+ DSA Interview Questions for Cracking FAANG with Animated Examples for Deeper Understanding and Faster Learning,Elshad Karimov
c00439,Node.js API Masterclass With Express & MongoDB,Create a real world backend for a bootcamp directory app,Brad Traversy
c00440,Cluster Analysis and Unsupervised Machine Learning in Python,"Data science techniques for pattern recognition, data mining, k-means clustering, and hierarchical clustering, and KDE.",Lazy Programmer Team
c00441,Java Persistence: Hibernate and JPA Fundamentals,A simple-to-follow and easy-to-understand course on Java Persistence API (JPA) with Hibernate,Deshraj Singh Kiran
c00442,Java from Beginner to Expert,This Java course was created especially for beginners in Java. Learn Java from scratch. Become Java Expert!,Arkadiusz Włodarczyk
c00443,Object Oriented PHP & MVC,Build a custom object oriented PHP MVC framework and then build an application with it,Brad Traversy
c00444,Master the Coding Interview: Big Tech (FAANG) Interviews,"Ace the Google, Amazon, Meta, Microsoft, Netflix coding interviews. Step by step guide for their toughest questions!",Andrei Neagoie
c00445,Master XPath and CSS Selectors for Selenium WebDriver,WebElement Locating Strategies For Selenium WebDriver Aspirants,Dezlearn Education
c00446,R Programming for Statistics and Data Science,R Programming for Data Science & Data Analysis. Applying R for Statistics and Data Visualization with GGplot2 in R,365 Careers
c00447,Learn Visual Studio Code (2020),"Everything you need to know about Visual Studio Code, the most popular editor in Web Development!",James Quick
c00448,"Reactive Angular Course (with RxJs, Angular 17)","Build Angular 17 Applications in Reactive style with plain RxJs - Patterns, Anti-Patterns, Lightweight State Management",Angular University
c00449,Deep Learning: Recurrent Neural Networks in Python,"GRU, LSTM, Time Series Forecasting, Stock Predictions, Natural Language Processing (NLP) using Artificial Intelligence",Lazy Programmer Inc.
c00450,Team workflows in JIRA,A practical guide to building a workflow for teams to use in JIRA,Dan LeFebvre
c00451,Webpack 5 in 2023: The Complete Guide For Beginners,"Learn Webpack 5 from the very basics to advanced! Use Webpack with JS, CSS, NPM, Module Federation and Micro Frontends.",Viktor Pyskunov
c00452,Essentials in JavaScript ES6 - A Fun and Clear Introduction,"A creative and fun course on JavaScript ES6! Has Webpack, Babel, React, and all the new syntax you need to code in ES6!",David Joseph Katz
c00453,HTML&CSS Tutorial and Projects Course (Flexbox&Grid),Web Development for absolute beginners.Learn HTML5 and CSS3 from scratch by building 20+ amazing real world projects.,John Smilga
c00454,The Complete Apache Groovy Developer Course,Learn how to program using Apache Groovy.,Dan Vega
c00455,ISTQB Certified Tester - Foundation Level 2023 - Accredited,The ONLY ISTQB Accredited course for the Certified Tester Foundation Level (CTFL),Wouter Vrijen
c00456,Deep Learning and NLP A-Z: ChatBots + AI and ChatGPT Prizes,Learn the Theory and How to implement state of the art Deep Natural Language Processing models in Tensorflow and Python,Hadelin de Ponteves
c00457,"Docker - Introducing Docker Essentials, Containers, and more","Updated for 2022-23: Create Docker containers & multi-container applications. Learn Compose, Networking, Swarm, & more!",David Joseph Katz
c00458,Learn HTML - For Beginners,Lean how to create web pages using HTML,YouAccel Training
c00459,Software Testing: Get A Tech Job in Software Testing 2023,"Testing, Manual Testing, Software Testing, Qa, Qa Testing, Quality Assurance, Manual Software Testing, Jira & Job tips",Waqas Mazhar
c00460,Data Integration Guide,Learn how data can be integrated : following which principles and for what business outcomes,Ahmed Fessi
c00461,Build a Real-world App with ASP.NET Core and Angular 2 (4+),"Build a full-stack web app with ASP.NET Core, Entity Framework Core and Angular 2 (Angular 4+)",Mosh Hamedani
c00462,Microservices Architecture and Implementation on .NET 5,"Building Microservices on .Net which used Asp.Net Web API, Docker, RabbitMQ,Ocelot API Gateway, MongoDB,Redis,SqlServer",Mehmet Ozkaya
c00463,"Complete Course on Data Visualization, Matplotlib and Python","Master Matplotlib Anatomy and Learn Seaborn to Visualize Data with Custom, Beautiful Charts, Suitable for All Purposes",Bekzod Ruzmetov
c00464,"Java from Zero to First Job, Practical Guide, 2000+ examples","Java Core, TDD, Streams, Lambdas, JPA/Hibernate, SQL, Build Tools, Git, Web Servers, HTML,Servlets, JSP, Spring Boot etc",Andrii Piatakha
c00465,"Complete JAVASCRIPT with HTML5,CSS3 from zero to Expert-2023","Learn HTML5, CSS3, JavaScript by building a modern looking responsive website.",Hemanth kumar
c00466,MATLAB Master Class: Go from Beginner to Expert in MATLAB,"MATLAB programming, data structures, apps, data science, regular expressions, text processing, task automation",Nouman Azam
c00467,Build Reactive MicroServices using Spring WebFlux/SpringBoot,Learn to write Reactive programming and build Reactive MicroServices using Spring WebFlux and project Reactor,Pragmatic Code School
c00468,Mainframe: The Complete JCL Course from Beginner to Expert,"Become an expert on JCL. Jcls are used for COBOL Programs. Procedures, Utilities, GDG and basics of TSO/ISPF are covered",Sandeep Kumar
c00469,SQL for Beginners: The Easiest Way to Learn SQL Step by Step,Learn SQL by Coding! A Course that You Will Actually Learn SQL Easily with Hundreds of Examples!,Code Star Academy
c00470,Introduction to Apache NiFi | Cloudera DataFlow - HDF 2.0,"Apache NiFi - An Introductory Course to Learn Installation, Basic Concepts and Efficient Streaming of Big Data Flows","Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer"
c00471,Angular Testing Masterclass (Angular 17),"A complete guide to Angular 17 Unit Testing and End to End (E2E) Testing, including Testing best practices and CI",Angular University
c00472,Learn Responsive Web Development from Scratch,A Comprehensive Course on Responsive Web Design and Twitter Bootstrap 3,Eduonix Learning Solutions
c00473,The Ultimate Hands-On Lightning Web Component,The most complete Salesforce LWC Development course brought to you by a Google Software Engineer.,Manish Choudhari
c00474,iOS 11 & Swift 4: From Beginner to Paid Professional™,"Build iOS Apps & Learn iOS 11, Swift 4, ARKit (Augmented Reality), CoreML (Machine Learning)",Mark Wahlbeck
c00475,The Ultimate Oracle SQL Course: SQL Made Practical,From beginner to Oracle SQL genius: Become a professional SQL Developer with this Hands-On Oracle SQL training.,Carlos from Standout-Dev Academy
c00476,React and Typescript: Build a Portfolio Project,Expand your portfolio of projects by building a complex app with the latest web technologies.,Stephen Grider
c00477,Kotlin for Java Developers,"Use your Java skills to learn Kotlin fast. Enhance career prospects and master Kotlin, including Java interoperability",Tim Buchalka
c00478,Learn C++ for Game Development,Learn the basics of C++ to prepare you for game development programming!,Stephen Ulibarri
c00479,"Complete NodeJS Developer in 2023 (GraphQL, MongoDB, + more)","Learn from real NodeJS experts! Includes REALLY Advanced NodeJS. Express, GraphQL, REST, MongoDB, SQL, MERN + much more",Andrei Neagoie
c00480,Java Design Patterns & SOLID Design Principles,A master guide to gang of four design patterns & SOLID design principles using Java,Coffee Powered Crew
c00481,Apache Kafka for Developers using Spring Boot[LatestEdition],Learn to build enterprise standard Kafka producers/consumers with Kafka Unit/Integration tests using Spring Boot 3.x.,Pragmatic Code School
c00482,Top 150+ QA Automation Interview Questions & Resume Tips,"Job oriented Interview preparation course on Selenium, API testing, Testng, SQL, cucumber & Java programs with solutions",Rahul Shetty
c00483,Django 3 - Full Stack Websites with Python Web Development,"Build 3 stunning websites, learn Back and Front End Web Development, deploy your site with HTML5, CSS3 and Bootstrap 4",Nick Walter
c00484,The Java Spring Tutorial: Learn Java's Popular Web Framework,"Learn the hottest, most in-demand Java web framework, including web programming with Spring MVC and Hibernate. Lifetime access with no subscription on Udemy.",John Purcell
c00485,PyTorch for Deep Learning with Python Bootcamp,Learn how to create state of the art neural networks for deep learning with Facebook's PyTorch Deep Learning library!,Jose Portilla
c00486,Spring & Spring Boot Interview Guide,"Spring & Spring Boot Interview Guide with 200+ Questions & Answers. With REST API, JPA, Hibernate and Spring Data JPA.",in28Minutes Official
c00487,Deep Learning Prerequisites: Logistic Regression in Python,"Data science, machine learning, and artificial intelligence in Python for students and professionals",Lazy Programmer Inc.
c00488,Data Visualization with Python for Beginners,Learn how to start visualizing all your data directly in your code,Max S
c00489,Learn To Create An RPG Game In Unity,Game development made easy. Learn C# using Unity and create your very own classic RPG!,James Doyle
c00490,Neo4j: GraphDB Foundations with Cypher,"Learn what a graph database is, gain the fundamental skills to use Neo4j on your next project.",Louis Sayers
c00491,Python PCEP: Become Certified Entry-Level Python Programmer,Learn Python from scratch and pass the PCEP exam (Certified Entry-Level Python Programmer),Adrian Wiech
c00492,Building Modern Web Applications with Go (Golang),Learn to program in Go from an award winning university professor,Trevor Sawler
c00493,Windows Presentation Foundation Masterclass,"Leverage WPF with C# and XAML to build real world skills with Azure, REST, MVVM and Machine Learning",Tim Buchalka's Learn Programming Academy
c00494,JavaScript - Basics to Advanced step by step,A perfect JavaScript course for all those who want to learn and master JavaScript programming skills right from scratch.,EdYoda Digital University
c00495,C Programming For Beginners,"Learn C in ten easy steps on Windows, Mac OS X or Linux",Huw Collingbourne
c00496,The Complete Xamarin Developer Course:  iOS And Android!,"Build Cross Platform Android and iOS apps with Xamarin Forms, Xamarin Classic, Azure Mobile App Services, Rest and more",Tim Buchalka's Learn Programming Academy
c00497,Python & Machine Learning for Financial Analysis,Master Python Programming Fundamentals and Harness the Power of ML to Solve Real-World Practical Applications in Finance,"Dr. Ryan Ahmed, Ph.D., MBA"
c00498,The Self-Taught Programmer,The Definitive Guide to Programming Professionally,Cory Althoff
c00499,Agile Business Analysis: Getting / Writing Lean Requirements,"How to Discover Requirements, User Stories, Features, and Gherkin (G-W-T) Tests - Now with ChatGPT!",Tom and Angela Hathaway
c00500,Playwright JS Automation Testing from Scratch with Framework,Playwright -Modern Testing tool for reliable Web Automation. Support API calls with in UI tests for Smarter Automation.,Rahul Shetty
c00501,﻿Kotlin for Beginners: Learn Programming With Kotlin,Learn Kotlin from scratch! Grasp object-orientation and idiomatic Kotlin to realize coding projects and Android apps!,Peter Sommerhoff
c00502,Practical Web Development: 22 Courses in 1,"Learn PHP, Apache, MySQL, MongoDB, Python, JavaScript, XML, JSON, HTML, CSS, WordPress and more. With practical examples",Creative Online School
c00503,Java Data Structures & Algorithms + LEETCODE Exercises,DSA for the Cracking the Coding Interview.  Animated Examples for Faster Learning and Deeper Understanding.,Scott Barrett
c00504,Azure Devops Crash Course -Build CI/CD release pipelines,"Step by step Tutorial to understand CI/CD pipelines ,Release activities, Docker, Code Repos, Project Boards, in Azure",Rahul Shetty
c00505,Algorithms and Data Structures in Python (INTERVIEW Q&A),"A guide to implement data structures, graph algorithms and sorting algorithms from scratch with interview questions!",Holczer Balazs
c00506,The Complete Android Developer Course: Beginner To Advanced!,In this complete course students will learn how to build and develop Android Applications for smartphone and beyond,Joe Parys
c00507,Devops Fundamentals - CI/CD with AWS +Docker+Ansible+Jenkins,"Step by step Practical course to Automate Continuous Integration/Delivery process with Ansible,Jenkins,GIT,Docker on AWS",Rahul Shetty
c00508,Javascript Tutorial and Projects Course,Learn Javascript by Building 30+ Interesting Projects,John Smilga
c00509,PHP & MySQL - Certification Course for Beginners,Learn to Build Database Driven Web Applications using PHP & MySQL,YouAccel Training
c00510,SQL Server Performance Tuning Part 1,Detail building blocks of SQL performance tuning,Raphael Asghar
c00511,The Complete Git Guide: Understand and master Git and GitHub,"Complete Git and GitHub guide (23 HOURS) - Master all Git features: commits, branches, merging, rebasing and squashing","Bogdan Stashchuk | Software Engineer, MBA, PhD"
c00512,REST APIs with Postman for Absolute Beginners,Learn how to use Postman to build REST & GraphQL requests,Valentin Despa
c00513,Learn Cucumber BDD From Scratch+ Automation Framework Design,"Highest Rated Course on Cucumber BDD! Learn Cucumber with Java, Maven, JUnit, Selenium WebDriver, Page Object Model.",Dezlearn Education
c00514,Learn to Code with Python 3,Go from beginner to advanced with the Python programming language!,Joseph Delgadillo
c00515,The Complete Full-Stack JavaScript Course,"Learn full-stack web development using JavaScript (ReactJS, NodeJS, LoopbackJS, Redux and Material-UI)!",Joseph Delgadillo
c00516,11 Essential Coding Interview Questions + Coding Exercises!,Learn 3 handy problem solving techniques. Get 11 hand-picked problems. Get ready for your next coding interview!,YK Sugi
c00517,GraphQL by Example,"Learn GraphQL by writing full-stack JavaScript applications with Node.js, Express, Apollo Server, React, Apollo Client.",Mirko Nasato
c00518,"Complete Guide to Protocol Buffers 3 [Java, Golang, Python]",Google Protobuf with examples and exercises. Code in Java Go Python. Say Goodbye to JSON & XML. Pre-req to gRPC,Clément Jean
c00519,The Modern Angular Bootcamp,Get job ready with Angular! Understand how to build and deploy production-ready apps.,Stephen Grider
c00520,Learn Database Design with MySQL,A Complete Course to Master Database Design using MySQL,Eduonix Learning Solutions
c00521,Advanced C Programming Course,Become a True Master of the C Programming Language - Confidently Apply for Real Time or Embedded C Jobs or contracts!,Tim Buchalka's Learn Programming Academy
c00522,In-Depth Software Testing Training Course From Scratch,QA Software Testing Training Course for ALL + Live Project + JIRA + Bugzilla + Resume and Interview Guidance,Vijay Shinde
c00523,Learn JavaScript - For Beginners,Learn how to Code Web Pages using JavaScript,YouAccel Training
c00524,The Complete Android 14 Developer Course - Java & Kotlin,Learn Android App Development in both Java &amp; Kotlin Languages. You'll master Android from ZERO to HERO,Abbass Masri
c00525,Creating Accessible Websites,"Achieve WCAG compliance by learning accessibility testing, WAI-ARIA, and website optimization for screen readers",Stefany Newman
c00526,The Ultimate Python Basics - Bootcamp,This Ultimate Python Basics course teaches you the basics of Python in the easiest and fastest way possible.,Karthik Nandula
c00527,"RESTful Web Services, Java, Spring Boot, Spring MVC and JPA","Implement API calls: Sign-up, sign-in, email verification, password reset, update, delete. Deploy to Amazon AWS Cloud.",Sergey Kargopolov
c00528,The Complete iOS 11 & Swift Developer Course - Build 20 Apps,"Use Xcode 9 & Swift 4 to make real iOS 11 apps like Uber and Instagram, with CoreML & ARKit, and more!",Rob Percival
c00529,Learn Java Programming Crash Course,This Java For Beginners Course Includes Java Basics And Core Java Skills Training To Make You A Software Developer Fast,Tim Buchalka
c00530,The Complete Sass & SCSS Course: From Beginner to Advanced,No more cluttered CSS! Realize clean designs lightning-fast and without frustration using Sass & SCSS.,Joe Parys
c00531,Unreal Engine 5 C++ The Ultimate Game Developer Course,Learn Unreal Engine 5 C++ Programming by Creating an Action-RPG Style Open World Game!,Stephen Ulibarri
